merchant_id,prequalified
6b954a7b-2e89-4203-ae91-f1e9adb0e509,0
ad02371a-a5a0-42fb-917c-e880fc8e968f,1
95ab40e0-1b34-4f19-9943-ff3d8bbff27e,0
b0f1904e-bc42-4316-90b1-84bd5687e9ee,1
b1f8bd91-a3e7-489a-a19a-c1d52fbc1056,1
92cb6d4b-b721-43ce-a047-7496ba539ab7,1
41d5d07a-d1f2-46e1-ab68-4d0e6813add4,0
6554c584-d4dc-4d37-9ec6-312d02756bf3,1
844aafc2-74fc-4ccb-a86c-2d513e199bf4,0
17501a44-0dcf-43e2-a2fd-e5b31607e299,1
3f8efd33-b326-4995-b895-e8dfa034decb,0
14216d6e-0fcc-45b5-b985-ee92807f7179,0
601452c2-eb1c-4f3a-a3e6-6a0627aca6d1,1
be750767-39f1-4d8f-868e-f8f4852a3371,0
4ba27fb4-b858-4a90-be8d-0d847607ebe1,0
d70c1550-11bb-4acb-9174-fd510fbf67d1,1
1ed51074-6c71-42e4-9aaa-28c91b9e4836,1
5080e5ba-c168-4052-8fcd-a3784ac6a026,0
83ce5c91-da43-46e0-872e-8bda0651232a,1
dbec2e1c-5db7-4f0b-a3e0-08d10dba8663,1
b2145776-6a34-4eed-8163-c21396d1f58c,1
a26a54a3-a176-4c4a-b6f7-d77365b1c03b,0
8ac2a8c5-9244-4bdf-abcb-7eae6dd2c018,1
cce9fdf8-b4cf-4215-a5c2-030c41e94f75,1
6eb49d4d-95e7-4c60-8dd9-4c3f6fc22ee1,1
37cddc85-654e-4505-a3a1-93b1f4ebaed5,1
4e23dbef-658e-493f-a4bf-bcffeff3ac04,1
a0a4b28d-1ea3-412a-a88d-a95662c4cd64,1
de89d6e0-a82c-4714-b682-d48cd00b3952,0
1a23ee98-6c0f-4ad8-8959-5ff20515edb2,1
bc08dd3c-ac1a-46b6-881b-ecffc6775398,0
77bcf6fd-1443-4abd-b164-9e826eb72168,0
66f3b8f6-403c-4cda-b86b-40d94c7ace99,0
ae2c13f3-8d98-46cf-80cc-e8c223c55c40,1
d15de016-e76f-448c-98cb-771af9853898,0
6816508a-7460-4fc0-aa21-cc3f6982461d,1
eee16d3d-c6cf-433d-9698-78e6d69b94a5,0
270a115c-4687-43a3-8e04-b05b859cc77f,1
53a3badd-00bf-45a9-8dc4-aaa0a993f70a,1
e6db68fd-d0de-4c95-b65f-d24442ea821f,1
49bdf8ed-e72f-4c11-96b0-174b007709c9,0
2da2d461-eec8-4b75-962a-46cdee481c34,1
7913b522-22d4-4715-8791-0d0ccc153fff,1
ad181556-0327-4b44-a504-560272db0dc6,0
679fc610-2710-42e4-bd9a-3a8851ed14ca,1
224659ea-8502-45a1-9ed3-b915682ed684,0
1d5905c5-6fe9-4741-9b7c-8b1b762c3e35,0
9beac545-eec0-4278-8de6-23fd33320dc3,0
ada526f4-a8a7-4380-8469-514ac639a42c,0
be87e2a7-8a6b-4b26-acb6-80c2dafc32ef,1
bd528852-8877-4a75-a590-ac2160b716a9,0
9fcb2635-8ffb-4026-8dcc-f2c006ffea8e,0
a9ed59c1-970e-4328-baa6-113bb5d251e0,1
c0861fb5-eadf-4c8c-9588-8cb51989f1e7,1
3b0c8ab6-dea1-4e6b-97b9-7ed00197bb5c,0
353f1b60-c483-4ca0-98e6-fcd03965d673,0
f5c78850-46b3-4ece-ac0b-4468e3fce636,1
a316f34a-f1a4-434e-87b5-760b1f30ada1,0
4256fd68-27bf-4d68-90bc-367e08b3dc8c,1
872d8f8c-f06b-41a0-9b0b-a1a81bc663df,1
ad7937c5-5ecb-49d4-b03c-c0b323f2c803,1
456878b2-1f0d-4070-863f-e4b18b9b0cb1,1
734e82e5-89b8-4568-b4e3-ae777f29e478,1
a1841c2c-4121-4b07-8962-b8b4130112a2,1
6630b478-9a91-4349-8e9c-4d54ed655a8c,0
c1587285-2530-4769-a890-b1d9370dafea,1
41862445-7b7e-4d55-aa9e-5419c4b22cfc,1
c700f9bf-8bba-46bc-9e8b-ed5ce0308f31,1
937ca9b5-8311-4351-a15a-3d1966c4e52a,1
ca0b77b5-b7b1-4683-91b8-f7d6093ce176,0
4587ec55-3e4e-4773-afb9-f1f22b7d185d,1
1c30d0f5-e64b-4a09-8027-b3caeb5509a8,1
f6c138d5-e451-4d89-bee3-4347d4f4ac4f,0
8750e82a-f7ce-480f-be90-3fe70a0dfbf7,1
1dc2bfef-dd74-423a-a8a9-2ac6c5e54bbc,0
bc8949f1-96dd-4bfb-83ca-edcb54cbf45f,1
dc23f6c0-796b-45c8-8a88-441da068cb29,0
e025c5e3-b5c7-41cc-a4ac-4b9914dcdee0,0
cbd37ccc-cc36-4ea4-8fed-79cfd596a615,1
a574cfa4-18c2-4dfe-9e86-f522409eeb52,1
4cc250e4-14ce-4d02-b19c-90191c637904,0
4498f36e-23a2-4762-8889-326efd9afd9c,1
5480c231-644b-4ad9-a4d2-16136b954a12,0
feed60da-98a8-46a2-ac9d-2e58b797134f,1
8fc715d2-f916-49b3-b1cf-8fd6e18522de,1
17edf103-a4ba-4813-b527-9d7b918c4a0f,1
de75995c-57c7-42d1-a348-a444cbb24a1e,0
3e22739b-68cd-4fb4-8b34-6732c17d6bf8,0
25bfd960-b0cc-4209-861f-c1a31f98a86c,0
3c481395-8a52-4686-8fc3-5461c0545581,0
9fbd98c1-58d3-4e09-b65c-08570a3d47a6,1
dc730679-ac97-4adf-bf41-a2f6d60b32ed,1
e687e45b-665d-49b0-854b-26bf15fa6656,0
4a1c0667-13f8-4bdb-b271-8374faf0ac6d,1
0a5b9a46-4059-4c7e-9b12-991860960040,0
333b0224-7389-4768-9414-bfabda1ad9e9,0
b4908cd2-6d6f-479b-9db7-1d5e36fa5cb5,1
7f707fb2-a14d-496d-99b3-3471acce4512,0
6909c8a7-c828-48c4-8f31-1e8c90941c3a,0
2455c60d-b8ef-4542-958c-27e4fcfcbf94,1
3b7fd590-359d-46e6-a145-a6cccc55751c,0
7987f30c-f84f-454e-907c-c0eb80e85505,1
1ddea9fb-760c-4844-b947-d9c530d927b6,1
fa108bc6-ca3b-41b1-9273-c26f22bfe3bb,0
eb723423-eb66-4154-8788-7fffd8701529,1
bd90afcd-4aaf-4121-b0e5-7b6aca0531f2,1
53fbd5c8-29f2-4cc0-95fc-1c9fd691c879,0
5d707544-1cfc-4044-9fca-6a2cb167f950,1
06ad20de-1cf1-44a4-b40b-9866f5b8f5e9,1
8f10c10d-e303-4bc1-a50a-1eed11ceed90,0
9a6f0118-e1e8-4f01-affb-722065ddcf8a,1
c5f24291-5230-4d4e-978c-45c9f5a8ce55,0
d15f3f37-b634-47d6-bfa6-28515f5c8f71,1
674ffddf-0a37-40b3-852f-aa573c7ab617,0
cad245a5-b7ed-4a8e-b0fc-9d4b5a19bfc0,0
d65be13d-32a1-4597-ac4a-ed8eb8259a50,0
eb03c073-7aa3-447e-a99d-d45c33a34a36,1
f7119b63-970b-48d9-ad4d-5aa4c8a38f1e,1
d08f0799-d50e-4edf-a395-7860a64235d2,1
7e9e9557-fa90-412b-ad76-2fec963ab00a,1
4ac5ecc0-6003-42a0-8b4c-14468a4b8a34,0
3e7c9d28-78ea-42e2-9287-ea8d2c7f3465,0
8725c7ef-810c-4f3e-85bf-c44994276782,1
3edd9d9f-41f5-4014-9f0d-908fb5c2e5db,1
7db276c4-7b08-4e11-920c-be2a2f07fd04,1
c5700ba8-da40-4d8c-b087-70c4cd2401da,0
34f4ebef-35dc-454f-8ded-c6dd658c2e96,0
0064ac11-5470-492d-b428-fdfc3bc2adcd,0
2edbe19d-91e1-4070-8878-c118c9f54831,1
7cd5f666-8388-4713-b68c-aea6227e7599,1
a6ba968a-c60a-4a6d-a470-32826a95bf0f,1
79285e0c-d9b6-4461-8d07-f05073105453,1
5618a0df-8ced-477e-a041-7b46098c2c48,1
b777a7c2-c1be-42f1-a91c-f722bec51f26,0
bff4c975-ccc8-475f-9938-0d99c8019f5a,0
a851b213-64fb-4295-bc32-817d7d848aed,1
5d2292db-a613-4ef8-98c4-70af3f572423,0
18450c1a-24b9-4d42-8aa6-c1aeee0a4b0a,0
1f6cd5a4-bb2e-4ff5-a2c8-45414bd912c2,0
b87fd3a7-b9ae-4344-972f-cd1767a9b332,1
0c5c297b-06bb-49fe-8194-c7d8bf12dc27,1
409869c6-4ac1-4f2b-b01a-a3238eae9367,1
ea8fcb94-66f9-4574-b0ae-186514bf238a,1
254ace94-1f35-43b1-9d32-325555a82ec8,1
e5564531-6eac-4190-a662-4bf7c3fec584,0
6db02967-6ce2-46e6-a6b9-c04cfbea5891,1
1f52aef2-e199-4d5e-9042-01e70b0a3009,1
03da9b44-e426-48dd-a8dc-82b203793f32,0
f27c260c-8a69-4a17-9818-e4d66f2215c0,1
463ad3ac-09ba-46ed-bcda-5a3fe251247a,0
fed3b1c5-0e64-4c44-b792-3de2567821ab,0
4c67340a-8602-44b6-8c5a-657f80c7c845,1
99e70d6d-2bff-4a1d-a415-4154d4d43958,1
b23b4bbe-304e-40c9-a728-6dc88fc22984,0
2086f0c4-9435-4653-b98b-6c1f2cc5b4b2,1
78fe4e57-59dd-4911-ad78-4c61aa5899a6,0
b94fa9b5-cdaa-45a6-ab26-5e9341563d14,1
e81858a6-6b8f-4332-96a5-6c82cf6b60d9,1
1fc43060-73dc-4596-8cfd-f4fd44243c92,1
c95143a0-55d8-4315-aa2b-dbe62bbbf291,1
55021770-b3a4-455b-9c03-113eabcd1ba6,0
6b4ca227-c297-4221-9779-b110e18607df,0
1db74cb5-0b9f-4e99-8e5d-e8e3ecb6bc31,0
6a71b1b5-22ef-47e7-9e46-ae6cf097542f,1
5dd2967c-6de7-42ff-8c3f-4048eced2958,1
c9fe5c40-38f8-47af-81bf-ad6786a65358,0
d32dc3cd-fdb3-484f-bc4d-adfebea8f9dd,1
46e1f689-592b-435e-b1fe-116d8578b070,1
47474c65-3a8f-4b51-9e0e-728b2f07f664,1
a6c287b7-20fb-4a3c-b815-957c27374f62,0
61feb323-8503-4358-aaf5-d90aebf04bbb,0
e16c9096-5729-474e-9ce1-8369781ac622,1
e8d736df-353e-4601-be90-da90bc984602,1
85761799-4f47-4cc1-956a-34769530a89f,1
032a165d-add9-4f43-8374-94cb7214d3f8,1
fd771de5-f3ce-441e-a16f-be3ef70f1053,0
d49b6ad8-8d4e-419d-a820-2260aaa17f2e,1
2b03fbd4-2814-4ba6-8cb6-b74d13f3591d,1
fae4e832-71e9-47fe-a875-4119dcfddfaf,1
d542f549-9de8-4767-a786-abdbb391ada8,1
2e218b9a-dad0-4271-b0d9-d879f2937d2e,0
fc52fd52-ed7c-4a40-9188-6cb2a3b0f114,1
a4884af7-0b2c-4879-9344-d8af6ca2bf0b,1
16f4cdca-ab2d-4606-b159-6d2e6450673b,1
d5e3b910-f7eb-4b56-9bfd-eb2e48521ef1,1
0e579d6a-ec62-43d5-a2d0-c48a8e385b17,0
a1cb2af4-8c83-4bbe-bdb1-1aaec23486b0,1
f063fb87-b2a8-44c7-b5c5-908814e50406,0
7780dda9-dd1a-42a7-b1d0-f2b6e977792c,0
2884ff97-db52-43c0-b79b-3b82981befb6,0
e9932cff-5f1b-4888-950d-c9cca3d7aa08,1
66a6c4f1-ff25-4507-a0e0-8b59639d9f67,0
e7dc8138-4a52-418a-b749-c7ae448c3768,1
7306f49a-4206-4cd8-9f42-a5fe3eb647a7,1
cc0287a0-683f-42c3-b07e-232f45a41b3c,1
2e0c7314-8fb6-4ecb-a781-c012ab5233c5,1
c637d93f-ae08-4754-8aba-d9656cbab1f2,0
545adb7b-5481-4fc3-ad0a-4be453d169cb,1
23dd2168-7ffc-4bc1-8ed6-d9080346ff2a,1
7751c6ae-6230-45b9-82fa-971eee8680cb,1
f1c2643c-c10c-486d-a538-9ff86a678d4d,1
45958fc0-3abe-4b4b-add1-783482ff2028,1
77f36b90-b3fb-4d27-bc0d-5f9fa8252488,0
925251a8-272e-4915-84e5-f77d68ea95f1,1
c5201652-17ce-4759-a02f-2193a30266f6,0
54ab4ea0-0102-45d1-bdda-546f226caff9,1
5a74c542-5111-468f-bd90-486be0cc5fcc,1
e2d4aff2-57de-439a-afa3-83911506d333,0
8583f6d4-b525-463e-b0d5-6e5bbce5b81a,1
c888026a-1305-4daa-a634-df75fefbbbb4,1
f50ebc5c-5f9b-42bc-85bf-02184bef9eab,0
b60df343-93bb-4345-bd1d-16ae8acaad26,0
059ac09d-d15c-4b7c-b5ab-aaf0b774e11a,1
d0b494cb-3f0e-45d9-826a-400f63ad0888,1
8ed01a3a-94b8-4c48-a2d9-d0326953318f,1
cde0d461-912d-442d-ba63-adab27d6b003,1
a6f46e5f-0a6f-48e8-8ee0-5a6110c85f35,0
863cbfa0-5ea1-4800-9cfd-17f8e34c6c03,1
83f52707-8bca-42b4-9698-893b84129931,0
327c5215-481d-4435-af88-0c47036d8f52,1
570fee7a-6eb1-4cec-b58d-899e2e4aabfb,1
5a82c1a8-d769-46ec-8a69-208f30b61f45,1
6472127b-b341-4277-b88a-7b763f0be71c,1
3118034e-31f1-4c49-8468-8148189c45b0,1
009e820c-8a75-4139-a96d-37b813f59b9e,0
e54c8c52-4836-40c8-8e3d-cd79940d002b,1
c33ae4f4-f195-46f9-9705-9c0a83e7c4e2,1
8188f3c3-00fb-48c9-aafb-e03ae21e79f6,1
195aed19-132e-41d8-a88e-a85c8504af32,1
2a07aabc-4767-4662-8b72-53bd057d68c4,0
e83f25f1-1b32-44cb-9399-1afe6191f87b,1
17cc9d27-4b4a-4dc1-b929-15c81efb3b49,1
d4df8b34-3798-4748-bfbe-da8c81ab53fc,1
4de61836-0ac8-4b12-a274-ab294579c15e,1
910effc0-ea7a-455e-989d-db35f3a17f99,0
4933b5a1-2ca1-4ce1-a069-cac5d5bcfde5,1
c04f9597-8820-4ddc-a1e5-6fd69e4ca235,1
41bb8418-40f9-4865-a3bb-907b8b12f964,1
08015e99-ba71-4a3c-a671-ec0e605cea56,0
a3ac82e4-a40f-46e0-918f-aedeafad3bc8,1
6648b29c-be32-484c-9149-ddc54eab6b29,1
7624f988-ec20-44a8-b641-e36f23fcccc8,1
46e4ea8a-2223-46a8-957d-7ae619741f9e,0
4614ac21-1b8e-4932-be46-8d57e2311195,1
fecd8c68-2bdf-400f-ab2d-eb3655e69397,0
e9a99894-e0d5-4728-96e8-76d7531b01eb,0
4b72688f-a63a-49e8-89fa-a9982aab0314,1
f2f98651-6171-44b3-9be3-70a5ac93ddde,0
ac964524-be46-4054-937a-13acb81f0b8d,1
b68dafcc-e11a-4030-8026-2a99bff52d36,1
c1f8b7b0-59b0-447d-92f4-d95049573207,1
da90c657-3e0f-4239-922a-d84f00ca3e89,1
106f5a56-826a-4cd6-9c45-6bb5cd2b689d,0
3feb6ac6-63a4-49cd-8713-c7ea5783d9e1,1
418c5c7c-0fd2-4651-b809-8680d45dceb6,1
edfc907e-8af1-43f3-bd14-4c0d83497450,1
4d15e717-33aa-4fc7-bc51-a2fa4f9b83ec,0
e032f49e-e41b-4849-93aa-1524884ab9ef,1
f717df22-ff03-45de-80b4-c9751712d031,1
a7c7fcbf-33b5-4196-b5ef-9580035915ba,1
aa68339a-9644-471d-9b5e-d573b930b0b6,0
e4c0fea2-a6e0-4e86-9a96-63ac7fdd87da,1
8e3d8bba-ebb6-4277-9dda-9b96c4a88de1,1
cc82cfca-38aa-4aad-aeae-85f6d5eabd26,0
2b49bd3f-1a13-4748-8ec6-38120c6f1399,0
2408fa86-9106-4785-a9ce-00003dfa60f1,1
1d09cd72-d446-4d47-8248-149e4c16b274,1
77955dcf-7d63-4bbe-80ce-694105877790,1
d2dd4ddf-fb81-4d81-9422-3e8455da1b76,1
5feb6b57-ad7f-43eb-868c-7118a7a339fa,1
9e4673df-b647-4cfc-a6ae-51ee76606cb3,1
58eb20a7-ed54-438c-8fde-48c80ac4e57a,1
c8b91d28-db32-4460-abcd-0f4ab22a10e7,0
316a95d0-62fc-4be1-8d40-fe8d360e5abf,1
58f29d83-87b5-4390-a441-a1b0032ec2c7,0
918c439f-f1ba-4cba-a4bf-2f47fc8f4567,1
